Date,Product,Sales Amount,Opportunity Status,Customer,Total Sales
2023-11-15,Accessories,2696.96,Won,Customer_95,3685.42
2023-11-16,Accessories,2059.54,Won,Customer_58,5184.0
2023-11-16,Phone,2387.23,Won,Customer_21,5184.0
2023-11-16,Phone,737.23,Won,Customer_48,5184.0
2023-11-17,Laptop,3815.11,Lost,Customer_67,4742.5
2023-11-17,Phone,927.39,Won,Customer_45,4742.5
2023-11-18,Desktop,2928.15,Won,Customer_76,7098.52
2023-11-18,Phone,4170.37,Won,Customer_34,7098.52
2023-11-19,Tablet,162.3,Won,Customer_76,4408.25
2023-11-19,Laptop,2795.45,Won,Customer_1,4408.25
2023-11-19,Laptop,1450.5,Won,Customer_17,4408.25
2023-11-20,Desktop,4544.02,Won,Customer_36,5681.620000000001
2023-11-20,Laptop,1137.6,Won,Customer_77,5681.620000000001
2023-11-21,Tablet,4278.37,Won,Customer_89,5088.29
2023-11-21,Desktop,344.23,Won,Customer_54,5088.29
2023-11-21,Accessories,465.69,Lost,Customer_46,5088.29
2023-11-22,Desktop,1938.77,Pending,Customer_89,11419.97
2023-11-22,Phone,1181.93,Won,Customer_89,11419.97
2023-11-22,Phone,4277.53,Won,Customer_33,11419.97
2023-11-22,Accessories,4021.74,Won,Customer_10,11419.97
2023-11-23,Tablet,4336.96,Won,Customer_13,6884.92
2023-11-23,Laptop,263.58,Lost,Customer_94,6884.92
2023-11-23,Tablet,2284.38,Won,Customer_60,6884.92
2023-11-24,Phone,2267.81,Won,Customer_48,2267.81
2023-11-25,Accessories,4311.14,Won,Customer_10,4311.14
2023-11-26,Phone,3440.18,Pending,Customer_74,6855.139999999999
2023-11-26,Accessories,1918.91,Lost,Customer_78,6855.139999999999
2023-11-26,Accessories,1496.05,Won,Customer_20,6855.139999999999
2023-11-27,Desktop,4856.64,Won,Customer_57,12150.04
2023-11-27,Desktop,892.64,Won,Customer_59,12150.04
2023-11-27,Tablet,4087.45,Lost,Customer_27,12150.04
2023-11-27,Laptop,2313.31,Won,Customer_24,12150.04
2023-11-29,Accessories,558.99,Won,Customer_12,558.99
2023-12-01,Accessories,4546.16,Won,Customer_13,14267.51
2023-12-01,Laptop,4998.6,Won,Customer_70,14267.51
2023-12-01,Accessories,1572.4,Lost,Customer_80,14267.51
2023-12-01,Desktop,3150.35,Won,Customer_22,14267.51
2023-12-02,Laptop,134.44,Won,Customer_81,2442.37
2023-12-02,Phone,2307.93,Lost,Customer_34,2442.37
2023-12-03,Tablet,4118.06,Pending,Customer_75,8000.16
2023-12-03,Phone,3882.1,Won,Customer_31,8000.16
2023-12-04,Phone,4822.73,Won,Customer_43,9275.43
2023-12-04,Desktop,2527.72,Won,Customer_42,9275.43
2023-12-04,Accessories,1630.13,Won,Customer_11,9275.43
2023-12-04,Desktop,294.85,Lost,Customer_87,9275.43
2023-12-05,Tablet,1879.19,Won,Customer_98,3644.1000000000004
2023-12-05,Phone,1764.91,Lost,Customer_70,3644.1000000000004
2023-12-06,Desktop,2054.3,Won,Customer_80,15014.57
2023-12-06,Desktop,4063.53,Won,Customer_57,15014.57
2023-12-06,Accessories,2248.84,Won,Customer_32,15014.57
2023-12-06,Tablet,1930.2,Won,Customer_56,15014.57
2023-12-06,Desktop,4717.7,Lost,Customer_77,15014.57
2023-12-07,Laptop,3211.94,Lost,Customer_27,8261.41
2023-12-07,Tablet,3955.08,Lost,Customer_22,8261.41
2023-12-07,Phone,1094.39,Lost,Customer_54,8261.41
2023-12-08,Desktop,434.87,Won,Customer_7,11569.61
2023-12-08,Tablet,2765.68,Won,Customer_27,11569.61
2023-12-08,Laptop,2584.55,Won,Customer_23,11569.61
2023-12-08,Laptop,1158.84,Won,Customer_48,11569.61
2023-12-08,Phone,3737.51,Won,Customer_87,11569.61
2023-12-08,Desktop,888.16,Won,Customer_26,11569.61
2023-12-09,Desktop,4688.6,Won,Customer_45,4688.6
2023-12-10,Phone,177.52,Won,Customer_87,3783.43
2023-12-10,Laptop,3605.91,Won,Customer_81,3783.43
2023-12-11,Tablet,2269.31,Won,Customer_44,3335.37
2023-12-11,Laptop,1066.06,Won,Customer_12,3335.37
2023-12-12,Desktop,2599.54,Won,Customer_99,18613.32
2023-12-12,Accessories,4511.57,Lost,Customer_17,18613.32
2023-12-12,Accessories,699.93,Won,Customer_74,18613.32
2023-12-12,Tablet,526.49,Lost,Customer_72,18613.32
2023-12-12,Laptop,3981.26,Won,Customer_17,18613.32
2023-12-12,Phone,4188.09,Lost,Customer_52,18613.32
2023-12-12,Laptop,2106.44,Won,Customer_63,18613.32
2023-12-13,Laptop,1270.4,Won,Customer_43,1270.4
2023-12-14,Tablet,4345.29,Lost,Customer_99,11684.96
2023-12-14,Laptop,2915.48,Lost,Customer_38,11684.96
2023-12-14,Phone,2673.67,Pending,Customer_29,11684.96
2023-12-14,Laptop,1750.52,Won,Customer_83,11684.96
2023-12-15,Desktop,2976.6,Won,Customer_16,10649.5
2023-12-15,Laptop,658.39,Lost,Customer_52,10649.5
2023-12-15,Accessories,951.39,Won,Customer_61,10649.5
2023-12-15,Accessories,1919.97,Won,Customer_2,10649.5
2023-12-15,Laptop,4143.15,Pending,Customer_65,10649.5
2023-12-16,Laptop,2404.56,Lost,Customer_38,10784.279999999999
2023-12-16,Phone,3225.6,Won,Customer_50,10784.279999999999
2023-12-16,Desktop,4902.53,Won,Customer_66,10784.279999999999
2023-12-16,Desktop,251.59,Won,Customer_31,10784.279999999999
2023-12-17,Accessories,4066.7,Lost,Customer_4,4482.71
2023-12-17,Accessories,416.01,Won,Customer_36,4482.71
2023-12-18,Desktop,1365.05,Won,Customer_19,4774.99
2023-12-18,Phone,1574.18,Won,Customer_83,4774.99
2023-12-18,Tablet,1835.76,Won,Customer_96,4774.99
2023-12-20,Accessories,559.41,Won,Customer_35,559.41
2023-12-21,Laptop,4559.66,Won,Customer_53,8688.99
2023-12-21,Laptop,628.92,Lost,Customer_26,8688.99
2023-12-21,Accessories,711.1,Won,Customer_52,8688.99
2023-12-21,Desktop,2789.31,Won,Customer_81,8688.99
2023-12-22,Phone,2613.22,Lost,Customer_70,2613.22
2023-12-23,Tablet,1036.83,Lost,Customer_20,8066.82
2023-12-23,Phone,2973.75,Won,Customer_85,8066.82
2023-12-23,Tablet,4056.24,Won,Customer_86,8066.82
2023-12-24,Desktop,4398.58,Won,Customer_8,9358.119999999999
2023-12-24,Laptop,4959.54,Lost,Customer_94,9358.119999999999
2023-12-25,Laptop,3634.97,Won,Customer_22,8447.13
2023-12-25,Laptop,4812.16,Won,Customer_82,8447.13
2023-12-26,Tablet,4962.84,Won,Customer_72,17299.66
2023-12-26,Tablet,3989.34,Won,Customer_56,17299.66
2023-12-26,Accessories,2680.46,Won,Customer_88,17299.66
2023-12-26,Laptop,2338.61,Won,Customer_39,17299.66
2023-12-26,Phone,2010.37,Won,Customer_9,17299.66
2023-12-26,Accessories,1318.04,Lost,Customer_85,17299.66
2023-12-27,Tablet,3103.21,Won,Customer_35,5060.4400000000005
2023-12-27,Tablet,1957.23,Won,Customer_81,5060.4400000000005
2023-12-29,Tablet,160.32,Lost,Customer_2,160.32
2023-12-30,Tablet,676.46,Won,Customer_18,3623.03
2023-12-30,Desktop,2946.57,Won,Customer_98,3623.03
